Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2008,2008,2008,6,1,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,5450,,5450,,1221,,,0
H3,2008,2008,2008,6,1,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,63925,,63925,,240271,,,0
H3,2008,2008,2008,6,1,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,672847,,672847,,203696,,,0
H3,2008,2008,2008,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,117723818,,117723818,,68630592,,,0
H3,2008,2008,2008,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,215973739,,215973739,,121554138,,,0
H3,2008,2008,2008,6,1,1,Import,540,New Caledonia,NCL,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,972,,972,,10616,,,0
H3,2008,2008,2008,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,2385802,,2385802,,1822290,,,0
H3,2008,2008,2008,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,20534825,,20534825,,6937148,,,0
H3,2008,2008,2008,6,1,3,Re-Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,77164,,77164,,41002,,,0
H3,2008,2008,2008,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,378303,,378303,,316599,,,0
H3,2008,2008,2008,6,1,2,Export,558,Nicaragua,NIC,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,5905046,,5905046,,2819611,,,0
H3,2008,2008,2008,6,1,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,5182834,,5182834,,726638,,,0
H3,2008,2008,2008,6,1,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,31510240,,31510240,,8440815,,,0
H3,2008,2008,2008,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,6584943,,6584943,,2538636,,,0
H3,2008,2008,2008,6,1,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,20360434,,20360434,,12602379,,,0
H3,2008,2008,2008,6,1,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,278889,,278889,,174693,,,0
H3,2008,2008,2008,6,1,2,Export,591,Panama,PAN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,3045829,,3045829,,781119,,,0
H3,2008,2008,2008,6,1,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,964254,,964254,,144248,,,0
H3,2008,2008,2008,6,1,2,Export,600,Paraguay,PRY,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,8777571,,8777571,,4421553,,,0
H3,2008,2008,2008,6,1,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1595369,,1595369,,529668,,,0
H3,2008,2008,2008,6,1,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,37692,,37692,,20730,,,0
H3,2008,2008,2008,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,39223676,,39223676,,7714268,,,6
H3,2008,2008,2008,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,44424052,,44424052,,30136343,,,0
H3,2008,2008,2008,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,11546051,,11546051,,13427392,,,0
H3,2008,2008,2008,6,1,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,29291435,,29291435,,13789570,,,0
H3,2008,2008,2008,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,548196,,548196,,1018138,,,0
H3,2008,2008,2008,6,1,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,10268779,,10268779,,5425969,,,0
H3,2008,2008,2008,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,8511203,,8511203,,6452765,,,0
H3,2008,2008,2008,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,3623328,,3623328,,3433560,,,0
H3,2008,2008,2008,6,1,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,4716000,,4716000,,2152536,,,0
H3,2008,2008,2008,6,1,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,28608000,,28608000,,20116558,,,0
H3,2008,2008,2008,6,1,1,Import,686,Senegal,SEN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,298360,,298360,,155274,,,0
H3,2008,2008,2008,6,1,2,Export,686,Senegal,SEN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,60943,,60943,,25166,,,0
H3,2008,2008,2008,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,677167,,677167,,333854,,,0
H3,2008,2008,2008,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,670983,,670983,,406959,,,0
H3,2008,2008,2008,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,5777089,,5777089,,4992444,,,0
H3,2008,2008,2008,6,1,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,42293077,,42293077,,29613106,,,0
H3,2008,2008,2008,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,391862,,391862,,3202817,,,6
H3,2008,2008,2008,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,4895793,,4895793,,5966674,,,6
H3,2008,2008,2008,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,81537774,,81537774,,49298737,,,6
H3,2008,2008,2008,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,14847738,,14847738,,8808355,,,6
H3,2008,2008,2008,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,7529949,,7529949,,4287198,,,0
H3,2008,2008,2008,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,7901208,,7901208,,3497094,,,0
H3,2008,2008,2008,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1218435,,1218435,,1329098,,,0
H3,2008,2008,2008,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,4059643,,4059643,,2378160,,,0
H3,2008,2008,2008,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,258905,,258905,,65384,,,0
H3,2008,2008,2008,6,1,2,Export,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,23400,,23400,,65,,,0
H3,2008,2008,2008,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,34153270,,34153270,,29079442,,,0
H3,2008,2008,2008,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,76069597,,76069597,,46031712,,,0
H3,2008,2008,2008,6,1,1,Import,736,Fmr Sudan,SDN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1310,,1310,,1363,,,0
H3,2008,2008,2008,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,73635203,,73635203,,3668743,,,6
H3,2008,2008,2008,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,16110035,,16110035,,9392001,,,6
H3,2008,2008,2008,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,36297513,,36297513,,4111290,,,0
H3,2008,2008,2008,6,1,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,63736183,,63736183,,18312101,,,6
H3,2008,2008,2008,6,1,1,Import,760,Syria,SYR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,2737834,,2737834,,123639,,,0
H3,2008,2008,2008,6,1,2,Export,760,Syria,SYR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,92191,,92191,,56243,,,0
H3,2008,2008,2008,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,7227768,,7227768,,8504004,,,0
H3,2008,2008,2008,6,1,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,140516650,,140516650,,81209858,,,6
H3,2008,2008,2008,6,1,4,Re-Import,764,Thailand,THA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,115529,,115529,,190129,,,0
H3,2008,2008,2008,6,1,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,279441,,279441,,85671,,,0
H3,2008,2008,2008,6,1,1,Import,776,Tonga,TON,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,10358,,10358,,6263,,,6
H3,2008,2008,2008,6,1,1,Import,780,Trinidad and Tobago,TTO,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1905,,1905,,5835,,,0
H3,2008,2008,2008,6,1,2,Export,780,Trinidad and Tobago,TTO,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,416319,,416319,,125643,,,0
H3,2008,2008,2008,6,1,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,10885840,,10885840,,7280479,,,0
H3,2008,2008,2008,6,1,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,26181493,,26181493,,9314781,,,0
H3,2008,2008,2008,6,1,3,Re-Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,2127644,,2127644,,935953,,,0
H3,2008,2008,2008,6,1,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,307768,,307768,,324199,,,0
H3,2008,2008,2008,6,1,2,Export,788,Tunisia,TUN,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,6936769,,6936769,,4698164,,,0
H3,2008,2008,2008,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,10204834,,10204834,,7373869,,,0
H3,2008,2008,2008,6,1,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,12709274,,12709274,,10872907,,,0
H3,2008,2008,2008,6,1,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,8396,,8396,,10057,,,0
H3,2008,2008,2008,6,1,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1783123,,1783123,,390936,,,0
H3,2008,2008,2008,6,1,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1124242,,1124242,,788334,,,0
H3,2008,2008,2008,6,1,1,Import,818,Egypt,EGY,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1566,,1566,,3055,,,0
H3,2008,2008,2008,6,1,2,Export,818,Egypt,EGY,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,7927092,,7927092,,4110507,,,0
H3,2008,2008,2008,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,52376936,,52376936,,31140530,,,0
H3,2008,2008,2008,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,257534039,,257534039,,100601153,,,0
H3,2008,2008,2008,6,1,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,470780,,470780,,396542,,,0
H3,2008,2008,2008,6,1,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,2636920,,2636920,,639306,,,0
H3,2008,2008,2008,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,346873762,,346873762,,210663903,,,0
H3,2008,2008,2008,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,1008813904,,1008813904,,515079442,,,0
H3,2008,2008,2008,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,2979528,,2979528,,2184257,,,0
H3,2008,2008,2008,6,1,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,816612,,816612,,445139,,,0
H3,2008,2008,2008,6,1,2,Export,858,Uruguay,URY,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,3928880,,3928880,,2901431,,,0
H3,2008,2008,2008,6,1,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,286579,,286579,,147998,,,0
H3,2008,2008,2008,6,1,2,Export,894,Zambia,ZMB,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,228321,,228321,,2177,,,0
H3,2018,2018,2018,4,0,1,Import,328,Guyana,GUY,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,367,,367,,3265,,,0
H3,2018,2018,2018,4,0,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,650,,650,,405,,,6
H3,2018,2018,2018,4,0,2,Export,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,206500,,206500,,44444,,,0
H3,2018,2018,2018,4,0,3,Re-Export,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,184000,,184000,,38888,,,0
H3,2018,2018,2018,6,1,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,,3,,3,,33,,,0
H3,2018,2018,2018,6,1,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,391530,"Waste, parings & scrap, of polymers of vinyl chloride",8,Weight in kilograms,,,644,,,,322,,,6
H3,2018,2018,2018,6,1,1,Import,328,Guyana,GUY,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,367,,367,,3265,,,0
H3,2018,2018,2018,6,1,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,2,,2,,50,,,0
H3,2018,2018,2018,6,1,2,Export,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,206500,,206500,,44444,,,0
H3,2018,2018,2018,6,1,3,Re-Export,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,,184000,,184000,,38888,,,0
H2,2008,2008,2008,4,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1961598,,1961598,,1288690,,,0
H2,2008,2008,2008,4,0,2,Export,8,Albania,ALB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1214183,,1214183,,717814,,,0
H2,2008,2008,2008,4,0,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,481163,,481163,,5398574,,,0
H2,2008,2008,2008,4,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,928272,,928272,,432747,,,0
H2,2008,2008,2008,4,0,2,Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,186900,,186900,,34508,,,0
H2,2008,2008,2008,4,0,3,Re-Export,48,Bahrain,BHR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,750,,750,,543,,,0
H2,2008,2008,2008,4,0,1,Import,52,Barbados,BRB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,2948,,2948,,34167,,,0
H2,2008,2008,2008,4,0,2,Export,52,Barbados,BRB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,39861,,39861,,8907,,,6
H2,2008,2008,2008,4,0,3,Re-Export,52,Barbados,BRB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,4,,4,,3,,,6
H2,2008,2008,2008,4,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",1,No Quantity,,,,,,,5984,,,0
H2,2008,2008,2008,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,383173,,383173,,143832,,,0
H2,2008,2008,2008,4,0,1,Import,90,Solomon Isds,SLB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",1,No Quantity,,,,,,,1941,,,0
H2,2008,2008,2008,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,180285,,180285,,97517,,,6
H2,2008,2008,2008,4,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,14235,,14235,,8445,,,6
H2,2008,2008,2008,4,0,1,Import,120,Cameroon,CMR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,150858,,150858,,137899,,,0
H2,2008,2008,2008,4,0,2,Export,120,Cameroon,CMR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,16990,,16990,,7400,,,0
H2,2008,2008,2008,4,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,544,,544,,1373,,,0
H2,2008,2008,2008,4,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,29305,,29305,,11997,,,0
H2,2008,2008,2008,4,0,1,Import,204,Benin,BEN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,2640,,2640,,955,,,0
H2,2008,2008,2008,4,0,2,Export,204,Benin,BEN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,175605,,175605,,9816,,,0
H2,2008,2008,2008,4,0,1,Import,258,French Polynesia,PYF,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,1,,1,,81,,,0
H2,2008,2008,2008,4,0,2,Export,258,French Polynesia,PYF,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,201825,,201825,,83540,,,0
H2,2008,2008,2008,4,0,1,Import,266,Gabon,GAB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,45947,,45947,,81817,,,0
H2,2008,2008,2008,4,0,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,236017,,236017,,160626,,,0
H2,2008,2008,2008,4,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,502533,,502533,,335781,,,0
H2,2008,2008,2008,4,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,143330,,143330,,48032,,,0
H2,2008,2008,2008,4,0,1,Import,296,Kiribati,KIR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,5346,,5346,,3232,,,6
H2,2008,2008,2008,4,0,2,Export,296,Kiribati,KIR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,13984,,13984,,8296,,,6
H2,2008,2008,2008,4,0,2,Export,324,Guinea,GIN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,50000,,50000,,1258,,,0
H2,2008,2008,2008,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,99823,,99823,,9579,,,0
H2,2008,2008,2008,4,0,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,3435949,,3435949,,435776,,,0
H2,2008,2008,2008,4,0,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,248984,,248984,,309479,,,0
H2,2008,2008,2008,4,0,2,Export,414,Kuwait,KWT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,10580745,,10580745,,1283305,,,0
H2,2008,2008,2008,4,0,1,Import,434,Libya,LBY,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,,247937,,247937,,285262,,,0
